"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1470","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","1","27","Variables that are final and static should be in all caps.","Naming Rules","VariableNamingConventions"
"1471","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","27","When instantiating a SimpleDateFormat object, specify a Locale","Design Rules","SimpleDateFormatNeedsLocale"
"1472","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","1","30","Variables that are final and static should be in all caps.","Naming Rules","VariableNamingConventions"
"1473","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","30","When instantiating a SimpleDateFormat object, specify a Locale","Design Rules","SimpleDateFormatNeedsLocale"
"1474","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","1","32","Variables that are final and static should be in all caps.","Naming Rules","VariableNamingConventions"
"1475","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","32","When instantiating a SimpleDateFormat object, specify a Locale","Design Rules","SimpleDateFormatNeedsLocale"
"1476","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","1","34","Variables that are final and static should be in all caps.","Naming Rules","VariableNamingConventions"
"1477","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","34","When instantiating a SimpleDateFormat object, specify a Locale","Design Rules","SimpleDateFormatNeedsLocale"
"1478","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","46","Parameter 'pattern' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1479","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","66","Parameter 'millis' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1480","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","67","Local variable 'cal' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1481","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","93","Parameter 'millis' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1482","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","103","Parameter 'time' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1483","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","104","Avoid unused local variables such as 'date'.","Unused Code Rules","UnusedLocalVariable"
"1484","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","5","104","Found 'DD'-anomaly for variable 'date' (lines '104'-'106').","Controversial Rules","DataflowAnomalyAnalysis"
"1485","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","5","104","Found 'DU'-anomaly for variable 'date' (lines '104'-'109').","Controversial Rules","DataflowAnomalyAnalysis"
"1486","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","5","106","Found 'DU'-anomaly for variable 'date' (lines '106'-'109').","Controversial Rules","DataflowAnomalyAnalysis"
"1487","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","108","Static DateFormatter objects should be accessed in a synchronized manner","Design Rules","UnsynchronizedStaticDateFormatter"
"1488","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","117","Parameter 'str' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1489","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","118","Local variable 'date' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1490","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","118","Static DateFormatter objects should be accessed in a synchronized manner","Design Rules","UnsynchronizedStaticDateFormatter"
"1491","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","129","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1492","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","5","131","Found 'DD'-anomaly for variable 'date' (lines '131'-'133').","Controversial Rules","DataflowAnomalyAnalysis"
"1493","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","134","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1494","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","136","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1495","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","151","Local variable 'date' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1496","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","153","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1497","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","165","Local variable 'sformat' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1498","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","5","166","Found 'DD'-anomaly for variable 'date' (lines '166'-'168').","Controversial Rules","DataflowAnomalyAnalysis"
"1499","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","171","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1500","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","186","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1501","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","200","Local variable 'date' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1502","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","202","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1503","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","262","Avoid variables with short names like dt","Naming Rules","ShortVariable"
"1504","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","263","Avoid variables with short names like df","Naming Rules","ShortVariable"
"1505","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","266","Consider simply returning the value vs storing it in local variable 'buydate'","Design Rules","UnnecessaryLocalBeforeReturn"
"1506","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","312","Avoid variables with short names like ts","Naming Rules","ShortVariable"
"1507","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","327","Static DateFormatter objects should be accessed in a synchronized manner","Design Rules","UnsynchronizedStaticDateFormatter"
"1508","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","343","Static DateFormatter objects should be accessed in a synchronized manner","Design Rules","UnsynchronizedStaticDateFormatter"
"1509","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","354","Static DateFormatter objects should be accessed in a synchronized manner","Design Rules","UnsynchronizedStaticDateFormatter"
"1510","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","5","586","Found 'DU'-anomaly for variable 'millisDiff' (lines '586'-'609').","Controversial Rules","DataflowAnomalyAnalysis"
"1511","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","620","String.indexOf(char) is faster than String.indexOf(String).","String and StringBuffer Rules","UseIndexOfChar"
"1512","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","622","String.indexOf(char) is faster than String.indexOf(String).","String and StringBuffer Rules","UseIndexOfChar"
"1513","org.jeecgframework.core.util","src/org/jeecgframework/core/util/DataUtils.java","3","632","New exception is thrown in catch block, original stack trace may be lost","Design Rules","PreserveStackTrace"
"1514","org.jeecgframework.core.util","src/org/jeecgframework/core/util/ExceptionUtil.java","3","10","All methods are static.  Consider using Singleton instead.  Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design Rules","UseSingleton"
"1515","org.jeecgframework.core.util","src/org/jeecgframework/core/util/ExceptionUtil.java","3","19","Avoid variables with short names like ex","Naming Rules","ShortVariable"
"1516","org.jeecgframework.core.util","src/org/jeecgframework/core/util/ExceptionUtil.java","3","19","Parameter 'ex' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1517","org.jeecgframework.core.util","src/org/jeecgframework/core/util/ExceptionUtil.java","3","20","Avoid variables with short names like sw","Naming Rules","ShortVariable"
"1518","org.jeecgframework.core.util","src/org/jeecgframework/core/util/ExceptionUtil.java","3","20","Local variable 'sw' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1519","org.jeecgframework.core.util","src/org/jeecgframework/core/util/ExceptionUtil.java","3","21","Avoid variables with short names like pw","Naming Rules","ShortVariable"
"1520","org.jeecgframework.core.util","src/org/jeecgframework/core/util/ExceptionUtil.java","3","21","Local variable 'pw' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1521","org.jeecgframework.core.util","src/org/jeecgframework/core/util/ExceptionUtils.java","1","5","A class which only has private constructors should be final","Design Rules","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"1522","org.jeecgframework.core.util","src/org/jeecgframework/core/util/ExceptionUtils.java","3","19","Parameter 'errorMessage' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1523","org.jeecgframework.core.util","src/org/jeecgframework/core/util/ExceptionUtils.java","3","19","Parameter 'target' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1524","org.jeecgframework.core.util","src/org/jeecgframework/core/util/ExceptionUtils.java","3","32","Parameter 'errorMessage' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1525","org.jeecgframework.core.util","src/org/jeecgframework/core/util/ExceptionUtils.java","3","32","Parameter 'target' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1526","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","3","16","All methods are static.  Consider using Singleton instead.  Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design Rules","UseSingleton"
"1527","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","3","17","Avoid unused private fields such as 'logger'.","Unused Code Rules","UnusedPrivateField"
"1528","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","1","17","Variables that are final and static should be in all caps.","Naming Rules","VariableNamingConventions"
"1529","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","3","24","Parameter 'filename' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1530","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","3","34","Parameter 'defExt' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1531","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","3","34","Parameter 'filename' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1532","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","3","36","Avoid variables with short names like i","Naming Rules","ShortVariable"
"1533","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","3","36","Local variable 'i' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1534","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","3","39","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1535","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","3","39","This statement may have some unnecessary parentheses","Controversial Rules","UnnecessaryParentheses"
"1536","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","3","42","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Design Rules","UseLocaleWithCaseConversions"
"1537","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","3","51","Parameter 'fileName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1538","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","3","52","Local variable 'splitIndex' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1539","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","3","52","String.indexOf(char) is faster than String.indexOf(String).","String and StringBuffer Rules","UseIndexOfChar"
"1540","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","3","62","Parameter 'fileName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1541","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","3","63","Local variable 'splitIndex' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1542","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","3","63","String.indexOf(char) is faster than String.indexOf(String).","String and StringBuffer Rules","UseIndexOfChar"
"1543","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","3","74","Local variable 'sFile' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1544","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","3","75","Local variable 'tFile' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1545","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","5","78","Found 'DD'-anomaly for variable 'temp' (lines '78'-'81').","Controversial Rules","DataflowAnomalyAnalysis"
"1546","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","3","81","Avoid assignments in operands","Controversial Rules","AssignmentInOperand"
"1547","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","5","81","Found 'DU'-anomaly for variable 'temp' (lines '81'-'94').","Controversial Rules","DataflowAnomalyAnalysis"
"1548","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","3","85","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1549","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","3","91","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1550","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","3","109","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1551","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","5","113","Found 'DU'-anomaly for variable 'tmpName' (lines '113'-'127').","Controversial Rules","DataflowAnomalyAnalysis"
"1552","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","3","122","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Design Rules","UseLocaleWithCaseConversions"
"1553","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","3","123","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1554","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","3","143","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1555","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","3","148","Position literals first in String comparisons","Design Rules","PositionLiteralsFirstInComparisons"
"1556","org.jeecgframework.core.util","src/org/jeecgframework/core/util/FileUtils.java","3","149","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1557","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","39","The String literal 'unchecked' appears 8 times in this file; the first occurrence is on line 39","String and StringBuffer Rules","AvoidDuplicateLiterals"
"1558","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","40","Parameter 'clazz' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1559","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","40","Parameter 'index' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1560","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","41","Local variable 'genType' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1561","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","44","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1562","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","48","Local variable 'params' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1563","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","1","50","Avoid throwing raw exception types.","Strict Exception Rules","AvoidThrowingRawExceptionTypes"
"1564","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","50","The String literal '²»ÄÜÐ¡ÓÚ0' appears 4 times in this file; the first occurrence is on line 50","String and StringBuffer Rules","AvoidDuplicateLiterals"
"1565","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","50","The String literal 'ÄãÊäÈëµÄË÷Òý' appears 4 times in this file; the first occurrence is on line 50","String and StringBuffer Rules","AvoidDuplicateLiterals"
"1566","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","50","The String literal '³¬³öÁË²ÎÊýµÄ×ÜÊý' appears 4 times in this file; the first occurrence is on line 50","String and StringBuffer Rules","AvoidDuplicateLiterals"
"1567","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","53","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1568","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","67","Parameter 'clazz' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1569","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","81","Parameter 'index' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1570","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","81","Parameter 'method' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1571","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","82","Local variable 'returnType' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1572","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","84","Local variable 'type' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1573","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","85","Local variable 'typeArguments' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1574","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","1","87","Avoid throwing raw exception types.","Strict Exception Rules","AvoidThrowingRawExceptionTypes"
"1575","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","89","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1576","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","5","118","Found 'DU'-anomaly for variable 'results' (lines '118'-'134').","Controversial Rules","DataflowAnomalyAnalysis"
"1577","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","119","Avoid excessively long variable names like genericParameterTypes","Naming Rules","LongVariable"
"1578","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","1","121","Avoid throwing raw exception types.","Strict Exception Rules","AvoidThrowingRawExceptionTypes"
"1579","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","123","Avoid excessively long variable names like genericParameterType","Naming Rules","LongVariable"
"1580","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","131","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1581","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","1","166","Avoid throwing raw exception types.","Strict Exception Rules","AvoidThrowingRawExceptionTypes"
"1582","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","168","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1583","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","5","193","Found 'DD'-anomaly for variable 'wageStrArray' (lines '193'-'215').","Controversial Rules","DataflowAnomalyAnalysis"
"1584","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","194","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"1585","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","197","Avoid variables with short names like sb","Naming Rules","ShortVariable"
"1586","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","208","Avoid appending characters as strings in StringBuffer.append.","String and StringBuffer Rules","AppendCharacterWithChar"
"1587","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","221","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1588","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","221","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1589","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","221","Avoid variables with short names like f","Naming Rules","ShortVariable"
"1590","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","221","Avoid variables with short names like o","Naming Rules","ShortVariable"
"1591","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","5","222","Found 'DD'-anomaly for variable 'value' (lines '222'-'224').","Controversial Rules","DataflowAnomalyAnalysis"
"1592","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","5","224","Found 'DD'-anomaly for variable 'value' (lines '224'-'224').","Controversial Rules","DataflowAnomalyAnalysis"
"1593","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","5","246","Found 'DD'-anomaly for variable 'entityClass' (lines '246'-'248').","Controversial Rules","DataflowAnomalyAnalysis"
"1594","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","3","250","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1595","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","5","276","Found 'DD'-anomaly for variable 'passwords' (lines '276'-'282').","Controversial Rules","DataflowAnomalyAnalysis"
"1596","org.jeecgframework.core.util","src/org/jeecgframework/core/util/GenericsUtils.java","5","277","Found 'DU'-anomaly for variable 'random' (lines '277'-'284').","Controversial Rules","DataflowAnomalyAnalysis"
"1597","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","17","All methods are static.  Consider using Singleton instead.  Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design Rules","UseSingleton"
"1598","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","17","The class 'IdcardUtils' has a Cyclomatic Complexity of 5 (Highest = 12).","Code Size Rules","CyclomaticComplexity"
"1599","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","20","Avoid excessively long variable names like CHINA_ID_MIN_LENGTH","Naming Rules","LongVariable"
"1600","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","23","Avoid excessively long variable names like CHINA_ID_MAX_LENGTH","Naming Rules","LongVariable"
"1601","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","1","26","Variables that are final and static should be in all caps.","Naming Rules","VariableNamingConventions"
"1602","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","1","33","Variables that are final and static should be in all caps.","Naming Rules","VariableNamingConventions"
"1603","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","1","38","Variables that are final and static should be in all caps.","Naming Rules","VariableNamingConventions"
"1604","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","129","Parameter 'idCard' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1605","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","130","Found 'DD'-anomaly for variable 'idCard18' (lines '130'-'148').","Controversial Rules","DataflowAnomalyAnalysis"
"1606","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","130","Found 'DU'-anomaly for variable 'idCard18' (lines '130'-'166').","Controversial Rules","DataflowAnomalyAnalysis"
"1607","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","132","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1608","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","136","Local variable 'birthday' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1609","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","137","Found 'DD'-anomaly for variable 'birthDate' (lines '137'-'139').","Controversial Rules","DataflowAnomalyAnalysis"
"1610","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","139","When instantiating a SimpleDateFormat object, specify a Locale","Design Rules","SimpleDateFormatNeedsLocale"
"1611","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","141","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1612","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","143","Local variable 'cal' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1613","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","144","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1614","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","147","Local variable 'sYear' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1615","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","150","Local variable 'cArr' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1616","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","152","Local variable 'iCard' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1617","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","157","Prefer StringBuffer over += for concatenating strings","Optimization Rules","UseStringBufferForStringAppends"
"1618","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","159","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1619","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","163","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1620","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","171","Parameter 'idCard' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1621","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","174","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1622","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","177","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1623","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","181","These nested if statements could be combined","Basic Rules","CollapsibleIfStatements"
"1624","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","194","Parameter 'idCard' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1625","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","195","Found 'DD'-anomaly for variable 'bTrue' (lines '195'-'210').","Controversial Rules","DataflowAnomalyAnalysis"
